sa2_code,sa2_name,sa3_name,sa4_name,area_band,population_2021,population_2022,population_2023,population_2024,population_2025,population_density_2025,population_growth_pct_2024_25,growth_category,area_km2,train_stops,tram_stops,bus_stops,total_stops,stops_per_10000_people,people_per_stop,dominant_mode,access_category
206041504,Melbourne CBD - North,Melbourne City,Melbourne - Inner,Inner Melbourne,17360,18774,21527,23395,24296,43262.1,3.9,Growing,0.5616,2,15,12,29,11.94,838.0,Tram,Low
206041509,Southbank - East,Melbourne City,Melbourne - Inner,Inner Melbourne,16506,17267,18684,19274,19552,24318.4,1.4,Stable,0.804,0,15,5,20,10.23,978.0,Tram,Low
206041505,Melbourne CBD - West,Melbourne City,Melbourne - Inner,Inner Melbourne,16098,17226,19965,21340,22163,22050.5,3.9,Growing,1.0051,2,40,24,66,29.78,336.0,Tram,Moderate
206041503,Melbourne CBD - East,Melbourne City,Melbourne - Inner,Inner Melbourne,10119,10630,12389,13593,14266,17788.0,5,Growing,0.802,1,26,6,33,23.13,432.0,Tram,Moderate
206041117,Carlton,Melbourne City,Melbourne - Inner,Inner Melbourne,17064,17942,21321,23758,25267,13892.9,6.4,Rapid growth,1.8187,1,16,37,54,21.37,468.0,Bus,Moderate
206061515,South Yarra - North,Stonnington - West,Melbourne - Inner,Inner Melbourne,11449,11717,12877,13516,13779,11781.0,1.9,Stable,1.1696,1,8,15,24,17.42,574.0,Bus,Low
206041510,West Melbourne - Residential,Melbourne City,Melbourne - Inner,Inner Melbourne,7614,7979,8687,9236,9699,11760.6,5,Growing,0.8247,0,5,15,20,20.62,485.0,Bus,Moderate
206041508,Southbank (West) - South Wharf,Melbourne City,Melbourne - Inner,Inner Melbourne,6607,6778,7379,7783,8122,9559.8,4.4,Growing,0.8496,0,9,5,14,17.24,580.0,Tram,Low
206051513,St Kilda - Central,Port Phillip,Melbourne - Inner,Inner Melbourne,12086,12207,13134,13641,14012,9113.5,2.7,Growing,1.5375,0,32,19,51,36.4,275.0,Tram,Moderate
206071141,Collingwood,Yarra,Melbourne - Inner,Inner Melbourne,9351,9589,10398,11034,11383,8984.9,3.2,Growing,1.2669,0,8,12,20,17.57,569.0,Bus,Low
206071142,Fitzroy,Yarra,Melbourne - Inner,Inner Melbourne,10608,10739,11407,11884,12135,8806.9,2.1,Growing,1.3779,0,28,7,35,28.84,347.0,Tram,Moderate
206071518,Richmond - North,Yarra,Melbourne - Inner,Inner Melbourne,14074,13987,14798,15194,15303,7956.6,0.7,Stable,1.9233,2,25,4,31,20.26,494.0,Tram,Moderate
206041506,North Melbourne,Melbourne City,Melbourne - Inner,Inner Melbourne,15945,16510,17942,19069,19286,7953.6,1.1,Stable,2.4248,3,30,26,59,30.59,327.0,Tram,Moderate
206041118,Docklands,Melbourne City,Melbourne - Inner,Inner Melbourne,15905,16395,17661,18407,19139,7831.0,4,Growing,2.444,1,30,13,44,22.99,435.0,Tram,Moderate
206061516,South Yarra - South,Stonnington - West,Melbourne - Inner,Inner Melbourne,10097,9883,10435,10452,10440,7747.7,-0.1,Decline,1.3475,1,18,11,30,28.74,348.0,Tram,Moderate
206061136,Prahran - Windsor,Stonnington - West,Melbourne - Inner,Inner Melbourne,19444,19191,20171,20777,21112,7266.7,1.6,Stable,2.9053,2,47,26,75,35.52,281.0,Tram,Moderate
206051134,St Kilda East,Port Phillip,Melbourne - Inner,Inner Melbourne,16073,15951,16707,17237,17380,7201.2,0.8,Stable,2.4135,2,21,25,48,27.62,362.0,Bus,Moderate
206051512,South Melbourne,Port Phillip,Melbourne - Inner,Inner Melbourne,11856,11828,12455,12826,13132,6949.3,2.4,Growing,1.8897,0,27,12,39,29.7,337.0,Tram,Moderate
206051514,St Kilda - West,Port Phillip,Melbourne - Inner,Inner Melbourne,14090,14211,15419,15944,16298,6895.1,2.2,Growing,2.3637,0,30,22,52,31.91,313.0,Tram,Moderate
206011106,Brunswick East,Brunswick - Coburg,Melbourne - Inner,Inner Melbourne,12964,13238,13691,14328,14693,6776.6,2.5,Growing,2.1682,0,17,30,47,31.99,313.0,Bus,Moderate
206011495,Brunswick - North,Brunswick - Coburg,Melbourne - Inner,Inner Melbourne,13077,13185,13976,14474,15255,6332.2,5.4,Growing,2.4091,1,19,39,59,38.68,259.0,Bus,Moderate
206051129,Elwood,Port Phillip,Melbourne - Inner,Inner Melbourne,15032,14846,15415,15880,16056,6289.1,1.1,Stable,2.553,0,5,38,43,26.78,373.0,Bus,Moderate
206031115,Flemington,Essendon,Melbourne - Inner,Inner Melbourne,9181,9143,9729,10215,9935,6284.8,-2.7,Decline,1.5808,1,15,13,29,29.19,343.0,Tram,Moderate
206051130,Port Melbourne,Port Phillip,Melbourne - Inner,Inner Melbourne,16366,16365,16752,16817,16927,6068.3,0.7,Stable,2.7894,0,5,52,57,33.67,297.0,Bus,Moderate
206071139,Abbotsford,Yarra,Melbourne - Inner,Inner Melbourne,9258,9450,9948,10207,10316,5927.0,1.1,Stable,1.7405,2,5,14,21,20.36,491.0,Bus,Moderate
210051542,Craigieburn - North West,Tullamarine - Broadmeadows,Melbourne - North West,Outer / growth corridor,9975,10339,10721,11144,11293,5882.4,1.3,Stable,1.9198,0,0,19,19,16.82,594.0,Bus,Low
213031350,Seddon - Kingsville,Maribyrnong,Melbourne - West,Outer / growth corridor,9363,9335,9534,9722,9748,5801.3,0.3,Stable,1.6803,1,0,26,27,27.7,361.0,Bus,Moderate
206041121,Kensington (Vic.),Melbourne City,Melbourne - Inner,Inner Melbourne,10872,10968,11358,11625,12423,5786.2,6.9,Rapid growth,2.147,1,5,12,18,14.49,690.0,Bus,Low
206011496,Brunswick - South,Brunswick - Coburg,Melbourne - Inner,Inner Melbourne,13208,13303,14204,15081,15366,5621.6,1.9,Stable,2.7334,2,17,49,68,44.25,226.0,Bus,Moderate
208021176,Carnegie,Glen Eira,Melbourne - Inner South,Inner Melbourne,18791,18910,20056,20837,21266,5589.7,2.1,Growing,3.8045,1,12,60,73,34.33,291.0,Bus,Moderate
206071143,Fitzroy North,Yarra,Melbourne - Inner,Inner Melbourne,12945,12905,13308,13618,13749,5488.4,1,Stable,2.5051,1,26,40,67,48.73,205.0,Bus,High
208021182,Ormond - Glen Huntly,Glen Eira,Melbourne - Inner South,Inner Melbourne,13280,13398,14013,14681,15157,5160.5,3.2,Growing,2.9371,2,6,33,41,27.05,370.0,Bus,Moderate
206011107,Brunswick West,Brunswick - Coburg,Melbourne - Inner,Inner Melbourne,14497,14619,15115,15538,15988,5028.5,2.9,Growing,3.1795,0,16,72,88,55.04,182.0,Bus,High
